-7.558620396262513e-12,-2.5195401320875045e-12,0.04186291447346667,0.04262949171029229,0.04262949171029229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.558620396262513e-12,-2.5195401320875045e-12,0.04186291447346667,0.04262949171029229,0.04262949171029229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.039080264175009e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,4.954064942250718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.558620396262513e-12,-2.5195401320875045e-12,0.04186291447346667,0.04262949171029229,0.04262949171029229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.039080264175009e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,4.954064942250718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.5195401320875045e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.558620396262513e-12,-2.5195401320875045e-12,0.04186291447346667,0.04262949171029229,0.04262949171029229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.5195401320875045e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.5195401320875045e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.5195401320875045e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.558620396262513e-12,-2.5195401320875045e-12,0.04186291447346667,0.04262949171029229,0.04262949171029229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.039080264175009e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,4.954064942250718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.039080264175009e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,4.954064942250718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.5195401320875045e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.5195401320875045e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.039080264175009e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,4.954064942250718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.039080264175009e-12,-2.5195401320875045e-12,0.0,0.0,0.0,0.0,4.954064942250718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.558620396262513e-12,-2.5195401320875045e-12,0.04186291447346667,0.04262949171029229,0.04262949171029229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
